ID,Age,Age_Category,Education,Marital_Status,Income,Income_Category,Kids,Kidhome,Teenhome,Registered_Year,Registered_Month,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchase,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_Acc_Cmp,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntWinesCat,MntFruitsCat,MntMeatProductsCat,MntFishProductsCat,MntSweetProductsCat,MntGoldProdsCat,TotalPurchaseCat,NumDealsCat,NumWebCat,NumCatalogCat,NumStoreCat,NumWebVisitsCat
8082,53,2. Elderly,Graduate,Relationship,25721.0,1. Lower,1,1,0,2013,May,1,3,6,3,6,15,34,1,1,1,2,7,0,0,0,0,0,0,0,1,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to High Number Visit
1386,57,2. Elderly,Graduate,Relationship,32474.0,1. Lower,2,1,1,2014,May,10,0,1,0,0,0,11,1,1,0,2,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
9369,45,1. Adult,Post Graduate,Single,88194.0,4. Upper,1,0,1,2014,March,688,14,309,201,24,38,1274,1,11,10,10,5,2,1,0,0,1,0,0,1,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,High Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Visit
4477,66,3. Old,Graduate,Relationship,69096.0,4. Upper,1,0,1,2013,September,247,49,159,7,82,109,653,1,5,2,10,4,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Visit
1357,54,2. Elderly,Graduate,Relationship,74854.0,4. Upper,3,1,2,2013,April,856,59,487,58,29,73,1562,7,2,5,5,5,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Number of Total Purchase,High Number Purchases,Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
1402,70,3. Old,Post Graduate,Relationship,66991.0,3. Upper-Middle,0,0,0,2012,September,496,36,460,189,60,12,1253,3,4,8,6,3,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,Medium to High Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
6312,65,2. Elderly,Graduate,Relationship,65031.0,3. Upper-Middle,1,0,1,2013,March,258,107,291,84,37,86,863,4,10,3,13,7,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Visit
8132,49,2. Elderly,Post Graduate,Relationship,60631.0,3. Upper-Middle,2,1,1,2013,April,565,6,65,0,6,19,661,5,9,2,8,7,1,0,1,0,0,0,0,0,High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to High Number Visit
1050,72,3. Old,Graduate,Relationship,28332.0,1. Lower,0,0,0,2014,April,14,10,13,4,15,9,65,1,2,1,4,2,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Visit
5846,47,2. Elderly,Graduate,Single,40246.0,2. Lower-Middle,1,1,0,2012,December,2,1,6,2,1,1,13,1,1,0,2,6,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
1859,52,2. Elderly,Post Graduate,Relationship,75251.0,4. Upper,0,0,0,2012,August,721,111,925,97,18,18,1890,1,7,6,5,5,0,0,0,0,0,0,0,1,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,High Number of Total Purchase,Low Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Visit
7503,48,2. Elderly,Graduate,Single,75825.0,4. Upper,0,0,0,2012,October,1032,105,779,137,105,51,2209,0,5,8,9,4,1,1,0,0,0,0,0,1,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Visit
10401,48,2. Elderly,Post Graduate,Relationship,26326.0,1. Lower,0,0,0,2013,September,1,0,5,0,3,9,18,1,0,0,3,3,0,0,0,0,0,0,1,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Visit
1618,59,2. Elderly,Graduate,Relationship,56046.0,3. Upper-Middle,0,0,0,2013,January,577,0,64,0,0,51,692,2,10,1,8,8,1,1,0,0,0,0,0,1,High Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,High Number Visit
3332,39,1. Adult,Graduate,Single,29760.0,1. Lower,1,1,0,2012,August,64,4,68,7,5,17,165,4,3,1,4,8,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,High Number Visit
2261,55,2. Elderly,Graduate,Relationship,26304.0,1. Lower,1,1,0,2013,June,4,1,5,2,0,4,16,1,1,0,2,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
5346,51,2. Elderly,Post Graduate,Relationship,23559.0,1. Lower,1,1,0,2013,July,25,5,19,7,0,23,79,3,3,0,3,7,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to High Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
535,37,1. Adult,Graduate,Single,81361.0,4. Upper,0,0,0,2014,February,163,23,424,27,65,76,778,1,3,10,13,1,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
5268,64,2. Elderly,Graduate,Relationship,29440.0,1. Lower,2,1,1,2013,August,17,8,14,10,4,3,56,2,1,0,4,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
273,54,2. Elderly,Post Graduate,Relationship,36138.0,2. Lower-Middle,2,1,1,2013,July,130,0,16,0,0,5,151,5,3,1,4,7,1,0,1,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
4452,67,3. Old,Graduate,Single,50388.0,2. Lower-Middle,1,0,1,2014,May,292,6,37,0,3,34,372,4,6,1,6,7,2,0,1,0,1,0,0,1,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to High Number Visit
8504,51,2. Elderly,Graduate,Relationship,79593.0,4. Upper,0,0,0,2014,May,350,60,568,110,133,145,1366,1,5,6,7,2,1,0,0,1,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to High Number Purchases,Low Number Visit
771,57,2. Elderly,Graduate,Relationship,54178.0,3. Upper-Middle,1,0,1,2014,January,135,9,39,4,0,7,194,1,2,2,5,2,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Visit
11178,52,2. Elderly,Post Graduate,Single,42394.0,2. Lower-Middle,1,1,0,2014,March,15,2,10,0,1,4,32,1,1,0,3,7,0,0,0,0,0,0,0,0,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
2230,54,2. Elderly,Post Graduate,Relationship,23626.0,1. Lower,1,1,0,2014,May,27,2,14,0,0,0,43,3,3,1,3,5,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
7516,41,1. Adult,Graduate,Relationship,30096.0,1. Lower,1,1,0,2014,May,5,3,11,12,5,9,45,1,2,0,3,6,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
7247,64,2. Elderly,Graduate,Single,47916.0,2. Lower-Middle,1,0,1,2012,November,505,0,26,0,0,75,606,5,7,4,6,6,1,0,1,0,0,0,0,0,Medium to High Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,High Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
11100,52,2. Elderly,Graduate,Single,51813.0,3. Upper-Middle,2,1,1,2013,April,51,2,7,0,1,2,63,2,2,0,3,7,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to High Number Visit
4646,73,3. Old,Post Graduate,Relationship,78497.0,4. Upper,0,0,0,2013,December,207,26,447,75,0,223,978,1,5,7,12,2,1,0,0,0,1,0,0,0,Medium to High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Low Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
3037,41,1. Adult,Post Graduate,Relationship,50150.0,2. Lower-Middle,0,0,0,2013,June,135,46,92,65,61,11,410,2,5,2,7,5,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to Low Amount Purchases,Medium to High Number of Total Purchase,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
1473,64,2. Elderly,Post Graduate,Single,47823.0,2. Lower-Middle,1,0,1,2013,July,53,1,5,2,1,10,72,2,2,0,3,8,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,High Number Visit
1016,65,2. Elderly,Post Graduate,Single,34554.0,1. Lower,1,0,1,2014,March,41,1,6,2,0,5,55,2,2,0,3,6,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Medium to Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
4518,45,1. Adult,Graduate,Relationship,85693.0,4. Upper,1,0,1,2013,April,386,172,183,185,132,111,1169,2,9,5,11,5,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Medium to Low Number Purchases,High Number Purchases,High Number Purchases,High Number Purchases,Medium to Low Number Visit
9370,79,3. Old,Post Graduate,Relationship,65846.0,3. Upper-Middle,0,0,0,2013,May,562,81,276,80,40,81,1120,1,6,3,6,4,0,0,0,0,0,0,0,0,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,Medium to Low Number Visit
8908,65,2. Elderly,Graduate,Relationship,87195.0,4. Upper,0,0,0,2014,May,217,76,690,50,26,38,1097,1,3,11,5,1,0,0,0,0,0,0,0,1,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,High Number of Total Purchase,Low Number Purchases,Medium to Low Number Purchases,High Number Purchases,Medium to Low Number Purchases,Low Number Visit
8373,45,1. Adult,Under Graduate,Relationship,24594.0,1. Lower,1,1,0,2013,December,1,3,6,10,0,9,29,1,1,0,3,5,0,0,0,0,0,0,0,0,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Number of Total Purchase,Low Number Purchases,Low Number Purchases,Low Number Purchases,Low Number Purchases,Medium to Low Number Visit
7533,60,2. Elderly,Graduate,Relationship,49096.0,2. Lower-Middle,2,1,1,2013,September,144,1,32,2,1,7,187,4,4,1,4,7,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Low Amount Purchases,Medium to Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Low Amount Purchases,Medium to Low Number of Total Purchase,High Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to High Number Visit
2683,55,2. Elderly,Graduate,Relationship,52413.0,3. Upper-Middle,2,0,2,2013,February,295,106,271,75,98,65,910,4,6,4,12,6,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,High Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,High Number Purchases,Medium to Low Number Visit
3629,46,2. Elderly,Graduate,Single,38557.0,2. Lower-Middle,1,1,0,2012,December,76,3,31,4,4,27,145,2,3,1,3,7,0,0,0,0,0,0,0,0,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to Low Amount Purchases,Medium to High Amount Purchases,Medium to Low Number of Total Purchase,Medium to Low Number Purchases,Medium to Low Number Purchases,Medium to Low Number Purchases,Low Number Purchases,Medium to High Number Visit
10991,64,2. Elderly,Post Graduate,Relationship,89058.0,4. Upper,0,0,0,2012,December,454,194,106,31,22,43,850,1,5,4,4,2,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,Medium to High Number Purchases,Medium to Low Number Purchases,Low Number Visit
5077,45,1. Adult,Graduate,Relationship,77298.0,4. Upper,1,0,1,2013,November,425,115,292,23,35,79,969,1,6,6,11,3,0,0,0,0,0,0,0,0,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Amount Purchases,High Amount Purchases,High Amount Purchases,Medium to High Number of Total Purchase,Low Number Purchases,Medium to High Number Purchases,High Number Purchases,High Number Purchases,Low Number Visit
